decade,duration,key_song,loudness,mode,tempo,time_signature,Last_Position,number_1s,weeks_at_number_1,chart_appearances,speed_general,gnr_Blues,gnr_Country,gnr_Folk,gnr_Funk,gnr_House Electronic Trance,gnr_Jazz,gnr_Latin,gnr_Metal,gnr_Pop,gnr_Pop Standards,gnr_Punk,gnr_Rap Hip Hop,gnr_Rhythm and Blues,gnr_Rock,gnr_Rock and Roll,gnr_Ska Reggae Dancehall,is_top40
0.520483678,0.092735924,0,-0.002457634,0.000264205,0.028677065,0.00105682,0.021781293,0.000264205,0.00052841,0.123383694,0.00052841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.539200351,0.103187072,0,-0.002279422,0.000273706,0.030697196,0.001094823,0.022564552,0.000273706,0.000547412,0.127820591,0.000547412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.508666217,0.041523773,0.002595236,-0.004786653,0.000259524,0.017651756,0.001038094,0.019723792,0.000519047,0.001038094,0.110816569,0.000259524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.536754229,0.034231775,0.002190834,-0.002274633,0.000273854,0.039034356,0.001095417,0.024373024,0.000547708,0.001095417,0.116935743,0.000821563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.518197713,0.038071669,0.001321933,-0.003250897,0.000264387,0.033134514,0.001057546,0.026174272,0.000528773,0.001057546,0.112893073,0.00079316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.52043241,0.054420851,0.001320894,-0.002662131,0,0.02079854,0.000264179,0.023247742,0.000264179,0.001056716,0.112540206,0.000528358,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.485472251,0.041825302,0.000995841,-0.003331087,0.00024896,0.037767003,0.000995841,0.022904332,0.00024896,0.001244801,0.105808055,0.00074688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.521176794,0.064752268,0.002632206,-0.003091,0,0.025339984,0.001052882,0.021584089,0.000526441,0.001052882,0.111605536,0.000526441,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.528542166,0.082098428,0.001341478,-0.002085193,0.000268296,0.055522415,0.001073182,0.022805119,0.000536591,0.001073182,0.113757299,0.000804887,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.533483311,0.075283432,0.000541607,-0.002484895,0.000270804,0.036743189,0.001083215,0.022747512,0.000541607,0.001083215,0.114820774,0.000812411,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.558692716,0.074303295,0.002552403,-0.001465647,0,0.03584028,0.001134401,0.024389631,0.000567201,0.001134401,0.120246554,0.000850801,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.498623702,0.061194727,0.002770132,-0.002553054,0.00025183,0.0273757,0.001007321,0.021657393,0.001259151,0.002770132,0.106524154,0.00050366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.519503053,0.054059962,0.001582243,-0.002682693,0.000263707,0.036265269,0.001054829,0.023469935,0.001318536,0.002900778,0.111548117,0.000791121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.520984078,0.066043941,0.002894356,-0.000900934,0,0.033698987,0.001052493,0.024470464,0.001052493,0.002104986,0.107880541,0.00078937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.521493636,0.076643762,0.000790142,-0.002198438,0,0.028546246,0.001053522,0.01264227,0.001053522,0.002107045,0.107986056,0.000526761,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.532375596,0.047053399,0.002957642,-0.003071646,0,0.026205517,0.001075506,0.020703495,0.001613259,0.003764272,0.108626132,0.000537753,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.519963624,0.130386817,0.001847586,-0.004201412,0.000263941,0.033803706,0.000263941,0.02269892,0.000791823,0.00290335,0.104784548,0.000791823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.560696126,0.140600957,0.001992321,-0.004530539,0.000284617,0.036451794,0.000284617,0.02447709,0.000853852,0.003130791,0.112993077,0.000853852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.529598253,0.053497488,0.002688316,-0.001901177,0.000268832,0.033824661,0.001075326,0.026345497,0.000806495,0.002957148,0.106726145,0.000806495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.509755706,0.103762456,0,-0.003458576,0,0.031197049,0.001035037,0.02044198,0.000776278,0.002846352,0.102727419,0.000776278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.528871963,0.064105693,0.000801321,-0.002148609,0.000267107,0.050416189,0.001068428,0.023772528,0.000801321,0.002671071,0.104705964,0.000801321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.515699802,0.076176976,0.001308883,-0.002669597,0,0.043744432,0.001047106,0.019371465,0.00078533,0.002617765,0.102616407,0.00078533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.51967288,0.060672468,0,-0.001860534,0.000263793,0.018900793,0.001055173,0.01741036,0.00079138,0.00079138,0.101560436,0.000263793,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.532432066,0.057837798,0.002432431,-0.00310189,0.00027027,0.052620234,0.001891891,0.023783767,0.00081081,0.00081081,0.104053982,0.00081081,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.558734975,0.047564106,0.001146123,-0.003243815,0.000286531,0.026258538,0.001146123,0.028366545,0.000573062,0.001146123,0.105156788,0.000573062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.526648939,0.074051653,0.000534669,-0.001556956,0.000267334,0.0272879,0.001069338,0.022039298,0.000267334,0.000267334,0.097577088,0.000534669,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.521251156,0.138118327,0.000264594,-0.002563921,0.000264594,0.027500629,0.001058378,0.021696749,0.000529189,0.000793783,0.093137262,0.000529189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.526431346,0.118647471,0.002137792,-0.002667965,0.000267224,0.022346877,0.001068896,0.025386283,0.000534448,0.000801672,0.09406286,0.000534448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.529904233,0.081359034,0.002141027,-0.002362891,0.000267628,0.028124266,0.001070514,0.024889441,0.000535257,0.000802885,0.094205197,0.000535257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.518130314,0.057599258,0.002104082,-0.003952782,0.00026301,0.019795997,0.000789031,0.019199753,0.000526021,0.000789031,0.09257963,0.00026301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.520258869,0.092167688,0.000264091,-0.004249749,0.000264091,0.017294514,0.001320454,0.021391355,0.000528182,0.000792272,0.09295996,0.000264091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.530123001,0.047657522,0.002141911,-0.00468784,0.000267739,0.022984848,0.000267739,0.019009461,0.000535478,0.000803217,0.094244089,0.000535478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.528224356,0.075765514,0.00026678,-0.001263203,0.00026678,0.030731186,0.00106712,0.023743418,0.00026678,0.00026678,0.090971972,0.00053356,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.503488121,0.066368889,0.002542869,-0.003218255,0,0.027664129,0.001017148,0.020963646,0.001017148,0.003051443,0.086203269,0.000508574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.512922043,0.064762884,0.002331464,-0.003682418,0,0.030406174,0.000777155,0.019428865,0.001036206,0.003108618,0.087818471,0.000518103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.502032576,0.073530024,0.002535518,-0.002685621,0,0.025641187,0.001014207,0.019269937,0.000253552,0.000507104,0.085446959,0.000507104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.519450366,0.07896695,0.001574092,-0.001806271,0.000262349,0.021299564,0.001049395,0.01967615,0.000262349,0.000524697,0.088411502,0.000524697,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.536038242,0.068223049,0,-0.003036196,0.000270726,0.033016707,0.001082906,0.022318929,0.000812179,0.001624358,0.086632443,0.000812179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.436369412,0.07841359,0.002215073,-0.002408228,0.000221507,0.015852836,0.000886029,0.017942093,0.000443015,0.001550551,0.070217819,0.000221507,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.488654277,0.058043198,0.001736335,-0.002018365,0,0.022768065,0.000744144,0.020449291,0.000496096,0.001736335,0.07863117,0.000496096,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.535891604,0.077255439,0.001088105,-0.003809727,0.000272026,0.044372641,0.001088105,0.022034122,0.001088105,0.001360131,0.085144199,0.000816079,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.532067019,0.049965685,0.002430763,-0.00229221,0.000270085,0.057671473,0.001080339,0.022146952,0.001080339,0.001350424,0.084536537,0.000810254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.510276792,0.046365252,0,-0.001043089,0.000259024,0.030004016,0.000777071,0.020980924,0.000518048,0.000777071,0.080038339,0.000518048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.528757831,0.064148793,0.00107362,-0.004552417,0.000268405,0.046192767,0.00107362,0.025766879,0.00053681,0.000805215,0.082937142,0.000805215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.505405607,0.057687711,0.001786788,-0.003484746,0,0.01645325,0.001276277,0.02475977,0.000255255,0.001531532,0.078363395,0.000255255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.534446361,0.05697144,0.00108517,-0.003139669,0.000271293,0.02480021,0.00108517,0.022788576,0.000271293,0.001627755,0.083286819,0.000542585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.533081681,0.059531964,0.001352999,-0.005591404,0.0002706,0.038566701,0.0008118,0.022459787,0.0002706,0.001623599,0.08307415,0.0008118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.405387211,0.031024531,0.000827321,-0.002515262,0.00020683,0.015968947,0.000620491,0.011375662,0.00041366,0.001240981,0.062462723,0.00041366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.510879939,0.039097955,0.000260653,-0.002613047,0.000260653,0.045172473,0.001042612,0.022155508,0.000521306,0.001563918,0.078717215,0.000781959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.525143147,0.069041662,0.001332851,-0.003433423,0,0.025640314,0.001066281,0.02185875,0.00026657,0.00079971,0.079971038,0.00053314,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.514246787,0.058177414,0.000519441,-0.002308916,0.000259721,0.02273724,0.001038882,0.021297089,0.000259721,0.000779162,0.07791618,0.000519441,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.528802906,0.141548253,0.001869505,-0.002166757,0.000267072,0.046192002,0.001068289,0.023502351,0.000267072,0.000801217,0.080121652,0.000801217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.560547693,0.075022797,0.000849315,-0.002404693,0.000283105,0.037152705,0.00113242,0.02774428,0.000283105,0.000849315,0.084931469,0.000849315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.53268661,0.057842233,0.000807101,-0.002309385,0,0.042271104,0.001076135,0.02286786,0.000269034,0.000807101,0.080710092,0.000807101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.519999019,0.055414037,0.000525252,-0.001276624,0.000262626,0.033431735,0.001050503,0.020222184,0.000525252,0.001050503,0.078525104,0.000787877,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.526071585,0.086881519,0.001859849,-0.002286552,0.000265693,0.033528296,0.001062771,0.023912345,0.000531385,0.001062771,0.079442123,0.000797078,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.525044095,0.099145382,0.00053304,-0.002799258,0.00026652,0.039376974,0.001066079,0.019189429,0.001332599,0.001332599,0.076757715,0.00079956,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.478805692,0.046913285,0.000967284,-0.002099974,0.000241821,0.031849042,0.000967284,0.019587506,0.000241821,0.000483642,0.069644464,0.000725463,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.534698013,0.053199752,0.001080198,-0.003395872,0.00027005,0.043633248,0.001080198,0.023224257,0.00027005,0.000540099,0.077774256,0.000810149,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.522619122,0.04724688,0.000263949,-0.001657864,0,0.032636772,0.001055796,0.022435669,0.000263949,0.000527898,0.076017327,0.000791847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.514050944,0.042442155,0,-0.001289082,0,0.043717001,0.001054463,0.021732732,0.000263616,0.000527232,0.075394138,0.000790848,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.519496364,0.034100274,0.000266408,-0.002109688,0.000266408,0.02905663,0.001065634,0,0.000266408,0.000532817,0.0761928,0.000532817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.48302522,0.03425536,0.000985766,-0.000748936,0.000246441,0.028235535,0.000985766,0.019468874,0.000739324,0.001478649,0.068757161,0.000492883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.527760569,0.059205627,0.000267899,-0.002625944,0,0.032510855,0.000267899,0.024646686,0.000535798,0.000535798,0.074743756,0.000803696,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.525779286,0.048594752,0.001858816,-0.002102055,0.000265545,0.022135573,0.001327725,0.023899058,0.000265545,0.00053109,0.073290446,0.00053109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.527369309,0.053003279,0.002130785,-0.002761764,0.000266348,0.032503528,0.001065393,0.021957983,0.000266348,0.000532696,0.073512086,0.000799044,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.525613777,0.065568991,0.000265462,-0.002419416,0,0.030406492,0.001061846,0.020705997,0.000530923,0.000796385,0.072205529,0.000530923,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.503554596,0.051627062,0,-0.001508884,0.000254321,0.022254316,0.000254321,0.024160448,0.000508641,0.001017282,0.068157895,0.000508641,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.529151242,0.066277529,0.001870737,-0.003284212,0.000267248,0.041072559,0.001068992,0.019509111,0.000534496,0.001068992,0.071622491,0.000801744,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.540028296,0.05674409,0,-0.003059795,0.000274126,0.027785141,0.001096504,0.024671343,0.000822378,0.002467134,0.072917526,0.000548252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.529363057,0.04003812,0,-0.004586917,0.000268712,0.02486824,0.001074849,0.026602509,0.000806137,0.000806137,0.070402599,0.000537424,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.537962975,0.047788589,0,-0.003808068,0.000273078,0.020254989,0.000819233,0.022665445,0.000819233,0.000819233,0.071546345,0.000273078,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.550965057,0.055655861,0.000839033,-0.003580993,0.000279678,0.022606348,0.001118711,0.027688092,0.000839033,0.000839033,0.073275556,0.000559355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.527875881,0.051179844,0.001875701,-0.003178509,0.000267957,0.042235966,0.001071829,0.023044328,0.000803872,0.000803872,0.070204813,0.000803872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.539925109,0.064681384,0.002466663,-0.004884815,0.000274074,0.036569648,0.001096295,0.023844408,0.000822221,0.000822221,0.071807299,0.000822221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.517235455,0.077324088,0.00156738,-0.002156715,0.00026123,0.033001451,0.00104492,0.024033163,0.00026123,0.00026123,0.067919807,0.00078369,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.52263515,0.061548911,0.002387673,-0.001847794,0.000265297,0.026750165,0.001061188,0.022815545,0.000265297,0.000265297,0.068977228,0.000530594,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.511295978,0.061251701,0.001557247,-0.005526409,0,0.049617771,0.001038164,0.019465583,0.000259541,0.000259541,0.063847112,0.000778623,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.514956689,0.058292052,0.002613993,-0.002855004,0.000261399,0.035229834,0.001045597,0.021696145,0.000261399,0.000784198,0.062213042,0.000784198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.502923477,0.065865105,0.001531747,-0.002641752,0.000255291,0.036737666,0.001021164,0.021046431,0.000255291,0.000255291,0.05999341,0.000765873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.542337186,0.035141236,0.001936919,-0.002345885,0.000276703,0.038161169,0.000276703,0.025733346,0.000276703,0.000830108,0.064748419,0.000830108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.499093727,0.061756547,0.00201654,-0.003664054,0.000252068,0.027396465,0.00100827,0.018905065,0.000252068,0.001512405,0.058731737,0.000504135,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.533766695,0.064159835,0.001078317,-0.002692556,0.000269579,0.03866978,0.001078317,0.022914227,0.000269579,0.001617475,0.062811939,0.000808737,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.520749237,0.060491073,0.002367042,-0.001522534,0,0.025735796,0.001052019,0.016832299,0.000263005,0.001578028,0.061280087,0.000526009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.531866746,0.067960751,0.000805859,-0.003316377,0.00026862,0.033291635,0.001074478,0.022295424,0.00026862,0.001611717,0.06258836,0.000805859,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.535800773,0.066839793,0.002435458,-0.003131999,0.000270606,0.031476942,0.001082426,0.022730942,0.000541213,0.001353032,0.061698271,0.000541213,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.505176111,0.061998886,0,-0.001461439,0.000255139,0.027793106,0.001020558,0.021686853,0.000255139,0.000255139,0.057406376,0.000510279,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.511549651,0.135638165,0.001033434,-0.001626625,0.000258358,0.037689325,0.001033434,0.022993898,0.000258358,0.000258358,0.058130642,0.000775075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.519171198,0.086528533,0,-0.003465074,0.000262208,0.030570268,0.001048831,0.021238822,0.000262208,0.000262208,0.058996727,0.000524415,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.520773483,0.054970534,0.000263017,-0.002073099,0,0.02039775,0.000789051,0.02209342,0.000263017,0.000263017,0.059178805,0.000526034,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.508818448,0.045430219,0.002336411,-0.002527478,0,0.016539715,0.001298006,0.021401763,0.000519202,0.001298006,0.056593072,0.000259601,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.517878715,0.124238581,0,-0.00311538,0.000261555,0.029782211,0.00104622,0.021562824,0.000784665,0.001307775,0.05649586,0.00052311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.52196954,0.039680337,0.002929421,-0.000944339,0,0.032226825,0.001065244,0.02195492,0.000266311,0.000266311,0.057256863,0.000798933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.517107308,0.056150541,0,-0.003711681,0.000261165,0.016707528,0.001044661,0.022460216,0.000261165,0.000261165,0.055367045,0.000261165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.518841131,0.040822526,0.000790113,-0.00225156,0,0.028653989,0.001053485,0.020806319,0.001053485,0.002633711,0.055571309,0.000526742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.523913867,0.053995205,0.000267303,-0.001501976,0.000267303,0.026190615,0.001069212,0.024057269,0.001069212,0.00267303,0.056400932,0.000534606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.534425879,0.046117969,0.001898975,-0.002759211,0.000271282,0.026636383,0.001085129,0.020617445,0.000271282,0.000271282,0.056697974,0.000542564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.542592746,0.049026147,0,-0.002870784,0.000275428,0.030474708,0.001101711,0.022706518,0.000275428,0.000275428,0.057564408,0.000550856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5150066,0.062685147,0,-0.002389839,0.000260104,0.021724175,0.001040417,0.022368974,0.000260104,0.000260104,0.054361808,0.000520209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.532001618,0.064002225,0.001620309,-0.00183338,0,0.025960329,0.001080206,0.022684333,0.000270052,0.000270052,0.056440781,0.000540103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.524784738,0.156640293,0.002385385,-0.002304282,0.000265043,0.034643744,0.001060171,0.01987821,0.000265043,0.000265043,0.055393945,0.000795128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.540248988,0.038037939,0.001378186,-0.003003068,0.000275637,0.031240725,0.000826912,0.027288087,0.000275637,0.000826912,0.057332546,0.000551274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
