index,bill_popularity,weeks_ranked,average_rank,year_first_appear,year_last_appear,decade,duration,key_song,loudness,mode,tempo,time_signature,Last_Position,number_1s,weeks_at_number_1,chart_appearances,speed_general,gnr_Blues,gnr_Country,gnr_Folk,gnr_Funk,gnr_House Electronic Trance,gnr_Jazz,gnr_Latin,gnr_Metal,gnr_Pop,gnr_Pop Standards,gnr_Punk,gnr_Rap Hip Hop,gnr_Rhythm and Blues,gnr_Rock,gnr_Rock and Roll,gnr_Ska Reggae Dancehall,is_top10,is_top40
10,0.344237975,0.00537452,0.009674135,0.529390172,0.533689788,0.529390172,0.0827676,0.00134363,-0.002803887,0.000268726,0.041528912,0.001074904,0.021766804,0.000806178,0.001612356,0.162579215,0.000806178,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
11,0.404932841,0.005248643,0.00603594,0.518565972,0.518565972,0.516991379,0.062458857,0.002886754,-0.003115332,0.000262432,0.027475861,0.001049729,0.021257006,0.000787297,0.001574593,0.158771464,0.000524864,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
12,0.450926128,0.006131573,0.006642538,0.506110289,0.506365771,0.505854807,0.059527359,0.001277411,-0.000709219,0.000255482,0.033916287,0.000255482,0.021205025,0.002043858,0.004343198,0.14920162,0.000766447,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
13,0.433873178,0.005423415,0.005165157,0.511350532,0.511350532,0.511350532,0.045453381,0,-0.001849643,0.000258258,0.036501389,0.000258258,0.019885854,0.000774774,0.001291289,0.150822581,0.000774774,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
14,0.351538165,0.005626754,0.010181746,0.531058416,0.531326357,0.530522535,0.061358414,0.001875585,-0.001793059,0.000267941,0.030662595,0.000267941,0.023310839,0.000803822,0.001339703,0.156477354,0.000535881,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
15,0.436021515,0.006743938,0.009078378,0.509426684,0.515133093,0.508389155,0.041760538,0.002593822,-0.002840495,0.000259382,0.021766837,0.001296911,0.021383706,0.004928262,0.01400664,0.150960453,0.000518764,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
16,0.421097615,0.005253869,0.005253869,0.51487918,0.51487918,0.51487918,0.050962531,0.001050774,-0.005036096,0.000262693,0.033183963,0.001050774,0.021656688,0.001313467,0.004991176,0.149472578,0.00078808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
17,0.427643008,0.00618279,0.007986104,0.511368296,0.518323935,0.510080215,0.061570289,0.000772849,-0.004220012,0.000257616,0.03058781,0.000772849,0.019063604,0.002833779,0.007986104,0.144265111,0.000515233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
18,0.360492529,0.005599366,0.009598913,0.529273425,0.529273425,0.527940242,0.073325034,0.000533273,-0.002252812,0,0.039924548,0.001066546,0.029063377,0.002933001,0.008265731,0.149316432,0.000799909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
19,0.311326359,0.006594733,0.014563369,0.540218554,0.541317676,0.538569871,0.042590985,0.001923464,-0.003416347,0.000274781,0.04331668,0.001099122,0.024730249,0.000549561,0.000549561,0.151404081,0.000824342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,0.418835916,0.005212644,0.005212644,0.51605172,0.516312352,0.51605172,0.057860344,0.00234569,-0.001813739,0,0.022349991,0.001824425,0.012770977,0.000521264,0.000521264,0.143608332,0.000521264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
21,0.433750825,0.005392994,0.005136185,0.508739126,0.508995935,0.508482317,0.118902683,0.001284046,-0.003095579,0.000256809,0.030257266,0.001027237,0.021171588,0.001540856,0.00333852,0.138163377,0.000513619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
22,0.410690403,0.005784372,0.007624854,0.519541765,0.519804691,0.517964209,0.057054941,0.001051704,-0.002152838,0.000262926,0.021289381,0.001051704,0.01840482,0.002366334,0.007099002,0.135406887,0.000525852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23,0.516868773,0.007390879,0.007390879,0.487797984,0.488044346,0.487797984,0.05838794,0.000246363,-0.001737842,0.000246363,0.031253562,0.00098545,0.020310358,0.000246363,0.000492725,0.115051343,0.000739088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24,0.375526948,0.006414695,0.010958438,0.528945075,0.529212354,0.526539564,0.062275999,0.002138232,-0.002969202,0.000267279,0.032500855,0.001069116,0.022034721,0.000267279,0.000534558,0.124819277,0.000801837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
25,0.409386977,0.006294226,0.00917908,0.520060458,0.520322717,0.51927368,0.067138415,0.001311297,-0.003484641,0.000262259,0.027687778,0.001049038,0.021620906,0.000262259,0.000524519,0.122475156,0.000524519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
26,0.399213623,0.005812508,0.008190352,0.521276293,0.521540498,0.520483678,0.092735924,0,-0.002457634,0.000264205,0.028677065,0.00105682,0.021781293,0.000264205,0.00052841,0.123383694,0.00052841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
27,0.310108628,0.005200409,0.01094823,0.540295174,0.540295174,0.539200351,0.103187072,0,-0.002279422,0.000273706,0.030697196,0.001094823,0.022564552,0.000273706,0.000547412,0.127820591,0.000547412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
28,0.456501977,0.005969042,0.006228566,0.508666217,0.508666217,0.508666217,0.041523773,0.002595236,-0.004786653,0.000259524,0.017651756,0.001038094,0.019723792,0.000519047,0.001038094,0.110816569,0.000259524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
29,0.317123162,0.006024792,0.012871147,0.536754229,0.552637773,0.536754229,0.034231775,0.002190834,-0.002274633,0.000273854,0.039034356,0.001095417,0.024373024,0.000547708,0.001095417,0.116935743,0.000821563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30,0.421696608,0.005816505,0.007402824,0.518197713,0.518197713,0.518197713,0.038071669,0.001321933,-0.003250897,0.000264387,0.033134514,0.001057546,0.026174272,0.000528773,0.001057546,0.112893073,0.00079316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
31,0.409213098,0.007661188,0.012416408,0.521224947,0.522017483,0.52043241,0.054420851,0.001320894,-0.002662131,0,0.02079854,0.000264179,0.023247742,0.000264179,0.001056716,0.112540206,0.000528358,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
32,0.52231835,0.024896013,0.01966785,0.487214972,0.487463932,0.485472251,0.041825302,0.000995841,-0.003331087,0.00024896,0.037767003,0.000995841,0.022904332,0.00024896,0.001244801,0.105808055,0.00074688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
33,0.404306846,0.006317294,0.009475942,0.522492897,0.522756117,0.521176794,0.064752268,0.002632206,-0.003091,0,0.025339984,0.001052882,0.021584089,0.000526441,0.001052882,0.111605536,0.000526441,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
34,0.366491674,0.006170797,0.011000116,0.530151939,0.530151939,0.528542166,0.082098428,0.001341478,-0.002085193,0.000268296,0.055522415,0.001073182,0.022805119,0.000536591,0.001073182,0.113757299,0.000804887,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
35,0.347441161,0.005416074,0.009748934,0.535378937,0.535378937,0.533483311,0.075283432,0.000541607,-0.002484895,0.000270804,0.036743189,0.001083215,0.022747512,0.000541607,0.001083215,0.114820774,0.000812411,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
36,0.189728643,0.005388407,0.018434024,0.560394318,0.560961519,0.558692716,0.074303295,0.002552403,-0.001465647,0,0.03584028,0.001134401,0.024389631,0.000567201,0.001134401,0.120246554,0.000850801,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
37,0.486535855,0.007303074,0.008310395,0.498623702,0.498875532,0.498623702,0.061194727,0.002770132,-0.002553054,0.00025183,0.0273757,0.001007321,0.021657393,0.001259151,0.002770132,0.106524154,0.00050366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
38,0.413229078,0.00553785,0.006592678,0.520294174,0.520294174,0.519503053,0.054059962,0.001582243,-0.002682693,0.000263707,0.036265269,0.001054829,0.023469935,0.001318536,0.002900778,0.111548117,0.000791121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
39,0.404420469,0.006314959,0.009472438,0.522562818,0.522825941,0.520984078,0.066043941,0.002894356,-0.000900934,0,0.033698987,0.001052493,0.024470464,0.001052493,0.002104986,0.107880541,0.00078937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
40,0.39243713,0.005794374,0.00842818,0.52307392,0.530185197,0.521493636,0.076643762,0.000790142,-0.002198438,0,0.028546246,0.001053522,0.01264227,0.001053522,0.002107045,0.107986056,0.000526761,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
41,0.36378999,0.005377531,0.00860405,0.532913349,0.533182225,0.532375596,0.047053399,0.002957642,-0.003071646,0,0.026205517,0.001075506,0.020703495,0.001613259,0.003764272,0.108626132,0.000537753,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
42,0.392744097,0.006070641,0.009237932,0.52181121,0.522075151,0.519963624,0.130386817,0.001847586,-0.004201412,0.000263941,0.033803706,0.000263941,0.02269892,0.000791823,0.00290335,0.104784548,0.000791823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
43,0.12864703,0.006546198,0.009961606,0.562688447,0.562973065,0.560696126,0.140600957,0.001992321,-0.004530539,0.000284617,0.036451794,0.000284617,0.02447709,0.000853852,0.003130791,0.112993077,0.000853852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
44,0.370181114,0.005645464,0.009140274,0.531748905,0.531748905,0.529598253,0.053497488,0.002688316,-0.001901177,0.000268832,0.033824661,0.001075326,0.026345497,0.000806495,0.002957148,0.106726145,0.000806495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45,0.438338155,0.005433944,0.004916426,0.512084539,0.512084539,0.509755706,0.103762456,0,-0.003458576,0,0.031197049,0.001035037,0.02044198,0.000776278,0.002846352,0.102727419,0.000776278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
46,0.374751194,0.005342141,0.008013212,0.529406177,0.529673285,0.528871963,0.064105693,0.000801321,-0.002148609,0.000267107,0.050416189,0.001068428,0.023772528,0.000801321,0.002671071,0.104705964,0.000801321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
47,0.425910445,0.004973754,0.003664872,0.516485131,0.516485131,0.515699802,0.076176976,0.001308883,-0.002669597,0,0.043744432,0.001047106,0.019371465,0.00078533,0.002617765,0.102616407,0.00078533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
48,0.414155544,0.005275867,0.005803453,0.520991847,0.52125564,0.51967288,0.060672468,0,-0.001860534,0.000263793,0.018900793,0.001055173,0.01741036,0.00079138,0.00079138,0.101560436,0.000263793,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
49,0.356756511,0.005135132,0.008378373,0.534323956,0.534323956,0.532432066,0.057837798,0.002432431,-0.00310189,0.00027027,0.052620234,0.001891891,0.023783767,0.00081081,0.00081081,0.104053982,0.00081081,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
50,0.206302145,0.005730615,0.004297961,0.561027221,0.561027221,0.558734975,0.047564106,0.001146123,-0.003243815,0.000286531,0.026258538,0.001146123,0.028366545,0.000573062,0.001146123,0.105156788,0.000573062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
51,0.384961661,0.00534669,0.007485366,0.527985612,0.527985612,0.526648939,0.074051653,0.000534669,-0.001556956,0.000267334,0.0272879,0.001069338,0.022039298,0.000267334,0.000267334,0.097577088,0.000534669,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
52,0.390012286,0.006085673,0.009525402,0.522574128,0.522838723,0.521251156,0.138118327,0.000264594,-0.002563921,0.000264594,0.027500629,0.001058378,0.021696749,0.000529189,0.000793783,0.093137262,0.000529189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
53,0.373846423,0.005878929,0.009620065,0.528301915,0.528301915,0.526431346,0.118647471,0.002137792,-0.002667965,0.000267224,0.022346877,0.001068896,0.025386283,0.000534448,0.000801672,0.09406286,0.000534448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
54,0.370130078,0.005887825,0.009902251,0.531242375,0.531242375,0.529904233,0.081359034,0.002141027,-0.002362891,0.000267628,0.028124266,0.001070514,0.024889441,0.000535257,0.000802885,0.094205197,0.000535257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
55,0.420816499,0.005260206,0.005260206,0.520234396,0.520234396,0.518130314,0.057599258,0.002104082,-0.003952782,0.00026301,0.019795997,0.000789031,0.019199753,0.000526021,0.000789031,0.09257963,0.00026301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
56,0.405115282,0.005281816,0.006074088,0.522635686,0.522899777,0.520258869,0.092167688,0.000264091,-0.004249749,0.000264091,0.017294514,0.001320454,0.021391355,0.000528182,0.000792272,0.09295996,0.000264091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
57,0.378582789,0.005354778,0.007764428,0.530390739,0.530658478,0.530123001,0.047657522,0.002141911,-0.00468784,0.000267739,0.022984848,0.000267739,0.019009461,0.000535478,0.000803217,0.094244089,0.000535478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
58,0.378027228,0.00560238,0.008803739,0.529825036,0.530091816,0.528224356,0.075765514,0.00026678,-0.001263203,0.00026678,0.030731186,0.00106712,0.023743418,0.00026678,0.00026678,0.090971972,0.00053356,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
59,0.473227977,0.006102886,0.005594312,0.504250982,0.504505269,0.503488121,0.066368889,0.002542869,-0.003218255,0,0.027664129,0.001017148,0.020963646,0.001017148,0.003051443,0.086203269,0.000508574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
60,0.441164767,0.006217237,0.007512495,0.513958249,0.513958249,0.512922043,0.064762884,0.002331464,-0.003682418,0,0.030406174,0.000777155,0.019428865,0.001036206,0.003108618,0.087818471,0.000518103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
61,0.478198706,0.005831692,0.004563933,0.502286128,0.50253968,0.502032576,0.073530024,0.002535518,-0.002685621,0,0.025641187,0.001014207,0.019269937,0.000253552,0.000507104,0.085446959,0.000507104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
62,0.415297944,0.005509322,0.006558717,0.520499761,0.52076211,0.519450366,0.07896695,0.001574092,-0.001806271,0.000262349,0.021299564,0.001049395,0.01967615,0.000262349,0.000524697,0.088411502,0.000524697,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
63,0.348424858,0.005685254,0.010558329,0.536850422,0.537121148,0.536038242,0.068223049,0,-0.003036196,0.000270726,0.033016707,0.001082906,0.022318929,0.000812179,0.001624358,0.086632443,0.000812179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
64,0.641042171,0.0090818,0.006423712,0.437698456,0.441242573,0.436369412,0.07841359,0.002215073,-0.002408228,0.000221507,0.015852836,0.000886029,0.017942093,0.000443015,0.001550551,0.070217819,0.000221507,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
65,0.514947349,0.010169962,0.012154345,0.490390612,0.494111329,0.488654277,0.058043198,0.001736335,-0.002018365,0,0.022768065,0.000744144,0.020449291,0.000496096,0.001736335,0.07863117,0.000496096,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
66,0.347377451,0.005168498,0.008976864,0.536435657,0.536707683,0.535891604,0.077255439,0.001088105,-0.003809727,0.000272026,0.044372641,0.001088105,0.022034122,0.001088105,0.001360131,0.085144199,0.000816079,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
67,0.365694794,0.005131611,0.007832459,0.533417443,0.533417443,0.532067019,0.049965685,0.002430763,-0.00229221,0.000270085,0.057671473,0.001080339,0.022146952,0.001080339,0.001350424,0.084536537,0.000810254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
68,0.45355059,0.005957546,0.00621657,0.511571911,0.511571911,0.510276792,0.046365252,0,-0.001043089,0.000259024,0.030004016,0.000777071,0.020980924,0.000518048,0.000777071,0.080038339,0.000518048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
69,0.377645821,0.005636505,0.008857365,0.530636666,0.530636666,0.528757831,0.064148793,0.00107362,-0.004552417,0.000268405,0.046192767,0.00107362,0.025766879,0.00053681,0.000805215,0.082937142,0.000805215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70,0.471456645,0.006381384,0.006636639,0.505405607,0.505660863,0.505405607,0.057687711,0.001786788,-0.003484746,0,0.01645325,0.001276277,0.02475977,0.000255255,0.001531532,0.078363395,0.000255255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
71,0.354850681,0.005968437,0.011122995,0.536616702,0.536887994,0.534446361,0.05697144,0.00108517,-0.003139669,0.000271293,0.02480021,0.00108517,0.022788576,0.000271293,0.001627755,0.083286819,0.000542585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,0.360980184,0.005141397,0.008117995,0.53497588,0.53497588,0.533081681,0.059531964,0.001352999,-0.005591404,0.0002706,0.038566701,0.0008118,0.022459787,0.0002706,0.001623599,0.08307415,0.0008118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
73,0.707772977,0.008273208,0.002895623,0.405387211,0.405800871,0.405387211,0.031024531,0.000827321,-0.002515262,0.00020683,0.015968947,0.000620491,0.011375662,0.00041366,0.001240981,0.062462723,0.00041366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
74,0.45249366,0.00599502,0.006516326,0.511401245,0.511661898,0.510879939,0.039097955,0.000260653,-0.002613047,0.000260653,0.045172473,0.001042612,0.022155508,0.000521306,0.001563918,0.078717215,0.000781959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
75,0.392657794,0.006131113,0.009596525,0.527542278,0.527808848,0.525143147,0.069041662,0.001332851,-0.003433423,0,0.025640314,0.001066281,0.02185875,0.00026657,0.00079971,0.079971038,0.00053314,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
76,0.439706975,0.005973574,0.006752736,0.515285669,0.515285669,0.514246787,0.058177414,0.000519441,-0.002308916,0.000259721,0.02273724,0.001038882,0.021297089,0.000259721,0.000779162,0.07791618,0.000519441,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
77,0.362149869,0.005875588,0.010148743,0.528802906,0.528802906,0.528802906,0.141548253,0.001869505,-0.002166757,0.000267072,0.046192002,0.001068289,0.023502351,0.000267072,0.000801217,0.080121652,0.000801217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
78,0.194493063,0.006228308,0.019534238,0.561963218,0.561963218,0.560547693,0.075022797,0.000849315,-0.002404693,0.000283105,0.037152705,0.00113242,0.02774428,0.000283105,0.000849315,0.084931469,0.000849315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
79,0.363733483,0.005649706,0.009685211,0.534300812,0.534300812,0.53268661,0.057842233,0.000807101,-0.002309385,0,0.042271104,0.001076135,0.02286786,0.000269034,0.000807101,0.080710092,0.000807101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
80,0.41941335,0.005777767,0.007090896,0.520524271,0.520786896,0.519999019,0.055414037,0.000525252,-0.001276624,0.000262626,0.033431735,0.001050503,0.020222184,0.000525252,0.001050503,0.078525104,0.000787877,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
81,0.388708449,0.005579547,0.007970782,0.527134356,0.527134356,0.526071585,0.086881519,0.001859849,-0.002286552,0.000265693,0.033528296,0.001062771,0.023912345,0.000531385,0.001062771,0.079442123,0.000797078,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
82,0.388319414,0.005063877,0.006129956,0.526909734,0.526909734,0.525044095,0.099145382,0.00053304,-0.002799258,0.00026652,0.039376974,0.001066079,0.019189429,0.001332599,0.001332599,0.076757715,0.00079956,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
83,0.550142904,0.007738274,0.007012811,0.479047513,0.479047513,0.478805692,0.046913285,0.000967284,-0.002099974,0.000241821,0.031849042,0.000967284,0.019587506,0.000241821,0.000483642,0.069644464,0.000725463,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
84,0.359435887,0.005941089,0.01080198,0.534968063,0.535238112,0.534698013,0.053199752,0.001080198,-0.003395872,0.00027005,0.043633248,0.001080198,0.023224257,0.00027005,0.000540099,0.077774256,0.000810149,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
85,0.411232622,0.00554293,0.006862675,0.52314702,0.52314702,0.522619122,0.04724688,0.000263949,-0.001657864,0,0.032636772,0.001055796,0.022435669,0.000263949,0.000527898,0.076017327,0.000791847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
86,0.437602342,0.021880117,0.02108927,0.515896255,0.516159871,0.514050944,0.042442155,0,-0.001289082,0,0.043717001,0.001054463,0.021732732,0.000263616,0.000527232,0.075394138,0.000790848,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,0.420126034,0.022111897,0.02157908,0.521361223,0.521627631,0.519496364,0.034100274,0.000266408,-0.002109688,0.000266408,0.02905663,0.001065634,0,0.000266408,0.000532817,0.0761928,0.000532817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88,0.536749454,0.00690036,0.005421712,0.483518103,0.486968283,0.48302522,0.03425536,0.000985766,-0.000748936,0.000246441,0.028235535,0.000985766,0.019468874,0.000739324,0.001478649,0.068757161,0.000492883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
89,0.384434729,0.005357975,0.007501165,0.530171658,0.530171658,0.527760569,0.059205627,0.000267899,-0.002625944,0,0.032510855,0.000267899,0.024646686,0.000535798,0.000535798,0.074743756,0.000803696,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
90,0.400176456,0.006638627,0.010621804,0.526044831,0.526310376,0.525779286,0.048594752,0.001858816,-0.002102055,0.000265545,0.022135573,0.001327725,0.023899058,0.000265545,0.00053109,0.073290446,0.00053109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
91,0.393129849,0.005593311,0.007990444,0.527635657,0.527635657,0.527369309,0.053003279,0.002130785,-0.002761764,0.000266348,0.032503528,0.001065393,0.021957983,0.000266348,0.000532696,0.073512086,0.000799044,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
92,0.397395871,0.00530923,0.006636538,0.526410162,0.526410162,0.525613777,0.065568991,0.000265462,-0.002419416,0,0.030406492,0.001061846,0.020705997,0.000530923,0.000796385,0.072205529,0.000530923,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
93,0.479394148,0.007120974,0.008392577,0.503554596,0.503808916,0.503554596,0.051627062,0,-0.001508884,0.000254321,0.022254316,0.000254321,0.024160448,0.000508641,0.001017282,0.068157895,0.000508641,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
94,0.383501026,0.005344962,0.007482947,0.52941849,0.52941849,0.529151242,0.066277529,0.001870737,-0.003284212,0.000267248,0.041072559,0.001068992,0.019509111,0.000534496,0.001068992,0.071622491,0.000801744,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
95,0.334707893,0.005208395,0.009868537,0.5411248,0.5411248,0.540028296,0.05674409,0,-0.003059795,0.000274126,0.027785141,0.001096504,0.024671343,0.000822378,0.002467134,0.072917526,0.000548252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
